"State","Year","Variable","Value"
"Mississippi","2006","Labor force participation","60"
"Mississippi","2007","Labor force participation","60"
"Mississippi","2008","Labor force participation","59.8"
"Mississippi","2009","Labor force participation","57.7"
"Mississippi","2010","Labor force participation","58.6"
"Mississippi","2011","Labor force participation","59.8"
"Mississippi","2012","Labor force participation","58.4"
"Mississippi","2013","Labor force participation","56.1"
"Mississippi","2014","Labor force participation","54.9"
"Mississippi","2015","Labor force participation","55.7"
"Mississippi","2016","Labor force participation","56"
"Missouri","1990","Labor force participation","67.7"
"Missouri","1991","Labor force participation","67.9"
"Missouri","1992","Labor force participation","67.6"
"Missouri","1993","Labor force participation","67.7"
"Missouri","1994","Labor force participation","69.1"
"Missouri","1995","Labor force participation","70.7"
"Missouri","1996","Labor force participation","71.1"
"Missouri","1997","Labor force participation","70.9"
"Missouri","1998","Labor force participation","70"
"Missouri","1999","Labor force participation","69.1"
"Missouri","2000","Labor force participation","69.9"
"Missouri","2001","Labor force participation","70.2"
"Missouri","2002","Labor force participation","69.6"
"Missouri","2003","Labor force participation","69.5"
"Missouri","2004","Labor force participation","68.7"
"Missouri","2005","Labor force participation","67.9"
"Missouri","2006","Labor force participation","67.5"
"Missouri","2007","Labor force participation","66.9"
"Missouri","2008","Labor force participation","66.2"
"Missouri","2009","Labor force participation","66.1"
"Missouri","2010","Labor force participation","66"
"Missouri","2011","Labor force participation","65.6"
"Missouri","2012","Labor force participation","64.8"
"Missouri","2013","Labor force participation","64.4"
"Missouri","2014","Labor force participation","64.9"
"Missouri","2015","Labor force participation","65.4"
"Missouri","2016","Labor force participation","65.4"
"Montana","1990","Labor force participation","67.7"
"Montana","1991","Labor force participation","67.4"
"Montana","1992","Labor force participation","68.1"
"Montana","1993","Labor force participation","67.5"
"Montana","1994","Labor force participation","67.5"
"Montana","1995","Labor force participation","67.6"
"Montana","1996","Labor force participation","67.3"
"Montana","1997","Labor force participation","67.2"
"Montana","1998","Labor force participation","68.1"
"Montana","1999","Labor force participation","68.2"
"Montana","2000","Labor force participation","68"
"Montana","2001","Labor force participation","67.2"
"Montana","2002","Labor force participation","66.7"
"Montana","2003","Labor force participation","66.6"
"Montana","2004","Labor force participation","66.9"
"Montana","2005","Labor force participation","66.7"
"Montana","2006","Labor force participation","66.7"
"Montana","2007","Labor force participation","66.9"
"Montana","2008","Labor force participation","67"
"Montana","2009","Labor force participation","65.3"
"Montana","2010","Labor force participation","64.4"
"Montana","2011","Labor force participation","63.9"
"Montana","2012","Labor force participation","63.9"
"Montana","2013","Labor force participation","64"
"Montana","2014","Labor force participation","63.6"
"Montana","2015","Labor force participation","63.7"
"Montana","2016","Labor force participation","63.9"
"Nebraska","1990","Labor force participation","71"
"Nebraska","1991","Labor force participation","71.2"
"Nebraska","1992","Labor force participation","71.3"
"Nebraska","1993","Labor force participation","71.9"
"Nebraska","1994","Labor force participation","73"
"Nebraska","1995","Labor force participation","73.3"
"Nebraska","1996","Labor force participation","73.4"
"Nebraska","1997","Labor force participation","73.3"
"Nebraska","1998","Labor force participation","73.5"
"Nebraska","1999","Labor force participation","73.5"
"Nebraska","2000","Labor force participation","73.6"
"Nebraska","2001","Labor force participation","73.6"
"Nebraska","2002","Labor force participation","73.5"
"Nebraska","2003","Labor force participation","73.8"
"Nebraska","2004","Labor force participation","73.8"
"Nebraska","2005","Labor force participation","73.5"
"Nebraska","2006","Labor force participation","72.7"
"Nebraska","2007","Labor force participation","72.9"
"Nebraska","2008","Labor force participation","73.2"
"Nebraska","2009","Labor force participation","72.7"
"Nebraska","2010","Labor force participation","71.6"
"Nebraska","2011","Labor force participation","71.6"
"Nebraska","2012","Labor force participation","71.8"
"Nebraska","2013","Labor force participation","71.6"
"Nebraska","2014","Labor force participation","70.6"
"Nebraska","2015","Labor force participation","69.9"
"Nebraska","2016","Labor force participation","69.5"
"Nevada","1990","Labor force participation","71.3"
"Nevada","1991","Labor force participation","70.4"
"Nevada","1992","Labor force participation","69.9"
"Nevada","1993","Labor force participation","70.2"
"Nevada","1994","Labor force participation","70.1"
"Nevada","1995","Labor force participation","69"
"Nevada","1996","Labor force participation","69.3"
"Nevada","1997","Labor force participation","69.4"
"Nevada","1998","Labor force participation","69.2"
"Nevada","1999","Labor force participation","69.4"
"Nevada","2000","Labor force participation","70.1"
"Nevada","2001","Labor force participation","70.4"
"Nevada","2002","Labor force participation","69.1"
"Nevada","2003","Labor force participation","67.9"
"Nevada","2004","Labor force participation","67.1"
"Nevada","2005","Labor force participation","67.3"
"Nevada","2006","Labor force participation","68.2"
"Nevada","2007","Labor force participation","68.6"
"Nevada","2008","Labor force participation","69"
"Nevada","2009","Labor force participation","67.5"
"Nevada","2010","Labor force participation","65.9"
"Nevada","2011","Labor force participation","65.5"
"Nevada","2012","Labor force participation","64.6"
"Nevada","2013","Labor force participation","63.9"
"Nevada","2014","Labor force participation","63.3"
"Nevada","2015","Labor force participation","62.9"
"Nevada","2016","Labor force participation","62.1"
"New Hampshire","1990","Labor force participation","73.1"
"New Hampshire","1991","Labor force participation","72.4"
"New Hampshire","1992","Labor force participation","72.3"
"New Hampshire","1993","Labor force participation","72"
"New Hampshire","1994","Labor force participation","72.1"
"New Hampshire","1995","Labor force participation","71.8"
"New Hampshire","1996","Labor force participation","71.3"
"New Hampshire","1997","Labor force participation","71.5"
"New Hampshire","1998","Labor force participation","71.9"
"New Hampshire","1999","Labor force participation","72.2"
"New Hampshire","2000","Labor force participation","72.4"
"New Hampshire","2001","Labor force participation","72.3"
"New Hampshire","2002","Labor force participation","71.6"
"New Hampshire","2003","Labor force participation","71.2"
"New Hampshire","2004","Labor force participation","71.1"
"New Hampshire","2005","Labor force participation","71.2"
"New Hampshire","2006","Labor force participation","70.9"
"New Hampshire","2007","Labor force participation","70.8"
"New Hampshire","2008","Labor force participation","70.7"
"New Hampshire","2009","Labor force participation","70.4"
"New Hampshire","2010","Labor force participation","69.9"
"New Hampshire","2011","Labor force participation","69.6"
"New Hampshire","2012","Labor force participation","69.5"
"New Hampshire","2013","Labor force participation","69.2"
"New Hampshire","2014","Labor force participation","68.7"
"New Hampshire","2015","Labor force participation","68.6"
"New Hampshire","2016","Labor force participation","68.7"
"New Jersey","1990","Labor force participation","67.1"
"New Jersey","1991","Labor force participation","66.9"
"New Jersey","1992","Labor force participation","66.7"
"New Jersey","1993","Labor force participation","65.6"
"New Jersey","1994","Labor force participation","65.9"
"New Jersey","1995","Labor force participation","66.5"
"New Jersey","1996","Labor force participation","67.3"
"New Jersey","1997","Labor force participation","67.7"
"New Jersey","1998","Labor force participation","66.8"
"New Jersey","1999","Labor force participation","67"
"New Jersey","2000","Labor force participation","66.5"
"New Jersey","2001","Labor force participation","66.1"
"New Jersey","2002","Labor force participation","66.5"
"New Jersey","2003","Labor force participation","66.1"
"New Jersey","2004","Labor force participation","65.9"
"New Jersey","2005","Labor force participation","66.2"
"New Jersey","2006","Labor force participation","66.8"
"New Jersey","2007","Labor force participation","66.4"
"New Jersey","2008","Labor force participation","67"
"New Jersey","2009","Labor force participation","67.3"
"New Jersey","2010","Labor force participation","66.4"
"New Jersey","2011","Labor force participation","65.9"
"New Jersey","2012","Labor force participation","65.8"
"New Jersey","2013","Labor force participation","64.7"
"New Jersey","2014","Labor force participation","64.1"
"New Jersey","2015","Labor force participation","64.1"
"New Jersey","2016","Labor force participation","63.8"
"New Mexico","1990","Labor force participation","63.8"
"New Mexico","1991","Labor force participation","63.7"
"New Mexico","1992","Labor force participation","63.7"
"New Mexico","1993","Labor force participation","63.6"
"New Mexico","1994","Labor force participation","63.8"
"New Mexico","1995","Labor force participation","63.7"
"New Mexico","1996","Labor force participation","63.4"
"New Mexico","1997","Labor force participation","63.3"
"New Mexico","1998","Labor force participation","63.4"
"New Mexico","1999","Labor force participation","62.8"
